year,Source,Sex,length_bin,n,proportion
2014,LL fishery,Male,51,0,0
2015,LL fishery,Male,51,1,0.0022
2016,LL fishery,Male,51,7,0.0135
2017,LL fishery,Male,51,1,0.0017
2018,LL fishery,Male,51,1,0.002
2002,LL survey,Male,51,8,0.022
2003,LL survey,Male,51,13,0.0316
2004,LL survey,Male,51,8,0.0218
2005,LL survey,Male,51,0,0
2006,LL survey,Male,51,3,0.0093
2007,LL survey,Male,51,6,0.0175
2008,LL survey,Male,51,0,0
2009,LL survey,Male,51,2,0.0079
2010,LL survey,Male,51,2,0.0069
2011,LL survey,Male,51,10,0.0319
2012,LL survey,Male,51,5,0.0154
2013,LL survey,Male,51,2,0.0068
2014,LL survey,Male,51,0,0
2015,LL survey,Male,51,11,0.0531
2016,LL survey,Male,51,3,0.0123
2017,LL survey,Male,51,9,0.0344
2018,LL survey,Male,51,10,0.0435
1997,LL survey,Male,51,1,0.0034
1998,LL survey,Male,51,3,0.0183
1999,LL survey,Male,51,2,0.0107
2e3,LL survey,Male,51,8,0.0404
2001,LL survey,Male,51,26,0.0655
2002,Pot survey,Male,51,22,0.094
2006,Pot survey,Male,51,7,0.0289
2007,Pot survey,Male,51,10,0.0353
2008,Pot survey,Male,51,2,0.0094
2009,Pot survey,Male,51,6,0.0229
2002,LL fishery,Sex combined,51,17,0.0073
2003,LL fishery,Sex combined,51,13,0.0072
2004,LL fishery,Sex combined,51,8,0.0034
2005,LL fishery,Sex combined,51,2,0.0011
2006,LL fishery,Sex combined,51,1,6e-4
2007,LL fishery,Sex combined,51,2,0.0013
2008,LL fishery,Sex combined,51,0,0
2009,LL fishery,Sex combined,51,2,0.0013
2010,LL fishery,Sex combined,51,1,6e-4
2011,LL fishery,Sex combined,51,1,7e-4
2012,LL fishery,Sex combined,51,0,0
2013,LL fishery,Sex combined,51,4,0.0029
2014,LL fishery,Sex combined,51,1,7e-4
2015,LL fishery,Sex combined,51,3,0.0025
2016,LL fishery,Sex combined,51,7,0.0048
2017,LL fishery,Sex combined,51,6,0.0042
2018,LL fishery,Sex combined,51,5,0.0038
2002,LL survey,Sex combined,51,10,0.015
2003,LL survey,Sex combined,51,32,0.0396
2004,LL survey,Sex combined,51,20,0.0258
2005,LL survey,Sex combined,51,0,0
2006,LL survey,Sex combined,51,6,0.008
2007,LL survey,Sex combined,51,9,0.0115
2008,LL survey,Sex combined,51,2,0.0032
2009,LL survey,Sex combined,51,5,0.0081
2010,LL survey,Sex combined,51,5,0.0082
2011,LL survey,Sex combined,51,19,0.0279
2012,LL survey,Sex combined,51,10,0.0135
2013,LL survey,Sex combined,51,5,0.009
2014,LL survey,Sex combined,51,2,0.0035
2015,LL survey,Sex combined,51,17,0.0339
2016,LL survey,Sex combined,51,13,0.0231
2017,LL survey,Sex combined,51,18,0.0294
2018,LL survey,Sex combined,51,21,0.0357
1997,LL survey,Sex combined,51,1,0.0017
1998,LL survey,Sex combined,51,7,0.0191
1999,LL survey,Sex combined,51,6,0.0175
2e3,LL survey,Sex combined,51,22,0.052
2001,LL survey,Sex combined,51,44,0.0591
2002,Pot survey,Sex combined,51,36,0.0694
2006,Pot survey,Sex combined,51,12,0.023
2007,Pot survey,Sex combined,51,16,0.024
2008,Pot survey,Sex combined,51,7,0.0131
2009,Pot survey,Sex combined,51,8,0.0114
2002,LL fishery,Female,53,15,0.0118
2003,LL fishery,Female,53,12,0.0116
2004,LL fishery,Female,53,2,0.0013
2005,LL fishery,Female,53,1,8e-4
2006,LL fishery,Female,53,4,0.0037
2007,LL fishery,Female,53,2,0.002
2008,LL fishery,Female,53,0,0
2009,LL fishery,Female,53,0,0
2010,LL fishery,Female,53,2,0.002
2011,LL fishery,Female,53,0,0
2012,LL fishery,Female,53,0,0
2013,LL fishery,Female,53,1,0.0014
2014,LL fishery,Female,53,1,0.0013
2015,LL fishery,Female,53,8,0.0106
2016,LL fishery,Female,53,3,0.0032
2017,LL fishery,Female,53,10,0.012
2018,LL fishery,Female,53,6,0.0074
2002,LL survey,Female,53,7,0.023
2003,LL survey,Female,53,11,0.0278
2004,LL survey,Female,53,7,0.0172
2005,LL survey,Female,53,5,0.0098
2006,LL survey,Female,53,2,0.0047
2007,LL survey,Female,53,3,0.0068
2008,LL survey,Female,53,5,0.0142
2009,LL survey,Female,53,2,0.0055
2010,LL survey,Female,53,3,0.0093
2011,LL survey,Female,53,16,0.0434
2012,LL survey,Female,53,8,0.0193
2013,LL survey,Female,53,3,0.0115
2014,LL survey,Female,53,1,0.0034
2015,LL survey,Female,53,5,0.0169
2016,LL survey,Female,53,12,0.0377
2017,LL survey,Female,53,19,0.0541
2018,LL survey,Female,53,19,0.0529
1997,LL survey,Female,53,3,0.0107
1998,LL survey,Female,53,5,0.0246
1999,LL survey,Female,53,4,0.0258
2e3,LL survey,Female,53,10,0.0444
2001,LL survey,Female,53,27,0.0778
2002,Pot survey,Female,53,28,0.0982
2006,Pot survey,Female,53,9,0.0321
2007,Pot survey,Female,53,9,0.0234
2008,Pot survey,Female,53,9,0.028
2009,Pot survey,Female,53,3,0.0069
2002,LL fishery,Male,53,17,0.0164
2003,LL fishery,Male,53,7,0.009
2004,LL fishery,Male,53,3,0.0038
2005,LL fishery,Male,53,5,0.0099
2006,LL fishery,Male,53,2,0.0033
2007,LL fishery,Male,53,1,0.0019
2008,LL fishery,Male,53,0,0
2009,LL fishery,Male,53,0,0
2010,LL fishery,Male,53,1,0.0018
2011,LL fishery,Male,53,2,0.0036
2012,LL fishery,Male,53,2,0.0033
2013,LL fishery,Male,53,6,0.0088
2014,LL fishery,Male,53,1,0.0018
2015,LL fishery,Male,53,1,0.0022
2016,LL fishery,Male,53,3,0.0058
2017,LL fishery,Male,53,7,0.0116
2018,LL fishery,Male,53,9,0.0178
2002,LL survey,Male,53,12,0.0331
2003,LL survey,Male,53,10,0.0243
2004,LL survey,Male,53,14,0.0381
2005,LL survey,Male,53,10,0.026
2006,LL survey,Male,53,0,0
2007,LL survey,Male,53,6,0.0175
2008,LL survey,Male,53,7,0.0249
2009,LL survey,Male,53,3,0.0118
2010,LL survey,Male,53,6,0.0208
2011,LL survey,Male,53,12,0.0383
2012,LL survey,Male,53,9,0.0278
2013,LL survey,Male,53,6,0.0205
2014,LL survey,Male,53,3,0.0106
2015,LL survey,Male,53,5,0.0242
2016,LL survey,Male,53,9,0.0369
2017,LL survey,Male,53,14,0.0534
2018,LL survey,Male,53,13,0.0565
1997,LL survey,Male,53,3,0.0101
1998,LL survey,Male,53,5,0.0305
1999,LL survey,Male,53,14,0.0749
2e3,LL survey,Male,53,5,0.0253
2001,LL survey,Male,53,20,0.0504
2002,Pot survey,Male,53,22,0.094
2006,Pot survey,Male,53,9,0.0372
2007,Pot survey,Male,53,17,0.0601
2008,Pot survey,Male,53,9,0.0425
2009,Pot survey,Male,53,2,0.0076
2002,LL fishery,Sex combined,53,32,0.0138
2003,LL fishery,Sex combined,53,19,0.0105
2004,LL fishery,Sex combined,53,5,0.0021
2005,LL fishery,Sex combined,53,6,0.0034
2006,LL fishery,Sex combined,53,6,0.0036
2007,LL fishery,Sex combined,53,3,0.002
2008,LL fishery,Sex combined,53,0,0
2009,LL fishery,Sex combined,53,0,0
2010,LL fishery,Sex combined,53,3,0.0019
2011,LL fishery,Sex combined,53,2,0.0014
2012,LL fishery,Sex combined,53,2,0.0013
2013,LL fishery,Sex combined,53,7,0.005
2014,LL fishery,Sex combined,53,2,0.0015
2015,LL fishery,Sex combined,53,9,0.0075
2016,LL fishery,Sex combined,53,6,0.0041
2017,LL fishery,Sex combined,53,17,0.0118
2018,LL fishery,Sex combined,53,15,0.0113
2002,LL survey,Sex combined,53,19,0.0284
2003,LL survey,Sex combined,53,21,0.026
2004,LL survey,Sex combined,53,21,0.0271
2005,LL survey,Sex combined,53,15,0.0168
2006,LL survey,Sex combined,53,2,0.0027
2007,LL survey,Sex combined,53,9,0.0115
2008,LL survey,Sex combined,53,12,0.019
2009,LL survey,Sex combined,53,5,0.0081
2010,LL survey,Sex combined,53,9,0.0147
2011,LL survey,Sex combined,53,28,0.0411
2012,LL survey,Sex combined,53,17,0.023
2013,LL survey,Sex combined,53,9,0.0163
2014,LL survey,Sex combined,53,4,0.007
2015,LL survey,Sex combined,53,10,0.0199
2016,LL survey,Sex combined,53,21,0.0374
2017,LL survey,Sex combined,53,33,0.0538
2018,LL survey,Sex combined,53,32,0.0543
1997,LL survey,Sex combined,53,6,0.0104
1998,LL survey,Sex combined,53,10,0.0272
1999,LL survey,Sex combined,53,18,0.0526
2e3,LL survey,Sex combined,53,15,0.0355
2001,LL survey,Sex combined,53,47,0.0632
2002,Pot survey,Sex combined,53,50,0.0963
2006,Pot survey,Sex combined,53,18,0.0345
2007,Pot survey,Sex combined,53,26,0.039
2008,Pot survey,Sex combined,53,18,0.0337
2009,Pot survey,Sex combined,53,5,0.0072
2002,LL fishery,Female,55,28,0.022
2003,LL fishery,Female,55,8,0.0078
2004,LL fishery,Female,55,10,0.0063
2005,LL fishery,Female,55,3,0.0024
2006,LL fishery,Female,55,4,0.0037
2007,LL fishery,Female,55,2,0.002
2008,LL fishery,Female,55,2,0.002
2009,LL fishery,Female,55,1,0.001
2010,LL fishery,Female,55,1,0.001
2011,LL fishery,Female,55,7,0.0076
2012,LL fishery,Female,55,7,0.0075
2013,LL fishery,Female,55,7,0.0098
2014,LL fishery,Female,55,6,0.0077
2015,LL fishery,Female,55,3,0.004
2016,LL fishery,Female,55,5,0.0053
2017,LL fishery,Female,55,12,0.0144
2018,LL fishery,Female,55,6,0.0074
2002,LL survey,Female,55,21,0.0689
2003,LL survey,Female,55,13,0.0328
2004,LL survey,Female,55,15,0.0369
2005,LL survey,Female,55,5,0.0098
2006,LL survey,Female,55,7,0.0163
2007,LL survey,Female,55,11,0.025
2008,LL survey,Female,55,3,0.0085
2009,LL survey,Female,55,3,0.0082
2010,LL survey,Female,55,2,0.0062
2011,LL survey,Female,55,17,0.0461
2012,LL survey,Female,55,14,0.0337
2013,LL survey,Female,55,6,0.023
2014,LL survey,Female,55,4,0.0137
2015,LL survey,Female,55,7,0.0237
2016,LL survey,Female,55,10,0.0314
2017,LL survey,Female,55,16,0.0456
2018,LL survey,Female,55,21,0.0585
1997,LL survey,Female,55,9,0.032
1998,LL survey,Female,55,7,0.0345
1999,LL survey,Female,55,14,0.0903
2e3,LL survey,Female,55,10,0.0444
2001,LL survey,Female,55,24,0.0692
2002,Pot survey,Female,55,33,0.1158
2006,Pot survey,Female,55,17,0.0607
2007,Pot survey,Female,55,16,0.0417
2008,Pot survey,Female,55,8,0.0248
2009,Pot survey,Female,55,1,0.0023
2002,LL fishery,Male,55,31,0.0299
2003,LL fishery,Male,55,19,0.0245
2004,LL fishery,Male,55,12,0.0153
2005,LL fishery,Male,55,4,0.0079
2006,LL fishery,Male,55,7,0.0115
2007,LL fishery,Male,55,4,0.0078
2008,LL fishery,Male,55,4,0.0076
2009,LL fishery,Male,55,0,0
2010,LL fishery,Male,55,5,0.0091
2011,LL fishery,Male,55,3,0.0055
2012,LL fishery,Male,55,6,0.0099
2013,LL fishery,Male,55,15,0.0219
2014,LL fishery,Male,55,2,0.0035
2015,LL fishery,Male,55,2,0.0044
2016,LL fishery,Male,55,8,0.0154
2017,LL fishery,Male,55,13,0.0216
2018,LL fishery,Male,55,8,0.0158
2002,LL survey,Male,55,15,0.0413
2003,LL survey,Male,55,25,0.0607
2004,LL survey,Male,55,15,0.0409
2005,LL survey,Male,55,11,0.0286
2006,LL survey,Male,55,4,0.0124
2007,LL survey,Male,55,12,0.0351
2008,LL survey,Male,55,3,0.0107
2009,LL survey,Male,55,6,0.0236
2010,LL survey,Male,55,7,0.0243
2011,LL survey,Male,55,7,0.0224
2012,LL survey,Male,55,14,0.0432
2013,LL survey,Male,55,16,0.0548
2014,LL survey,Male,55,10,0.0353
2015,LL survey,Male,55,5,0.0242
2016,LL survey,Male,55,14,0.0574
2017,LL survey,Male,55,16,0.0611
2018,LL survey,Male,55,10,0.0435
1997,LL survey,Male,55,2,0.0067
1998,LL survey,Male,55,4,0.0244
1999,LL survey,Male,55,9,0.0481
2e3,LL survey,Male,55,8,0.0404
2001,LL survey,Male,55,18,0.0453
2002,Pot survey,Male,55,34,0.1453
2006,Pot survey,Male,55,15,0.062
2007,Pot survey,Male,55,23,0.0813
2008,Pot survey,Male,55,12,0.0566
2009,Pot survey,Male,55,7,0.0267
2002,LL fishery,Sex combined,55,59,0.0255
2003,LL fishery,Sex combined,55,27,0.015
2004,LL fishery,Sex combined,55,22,0.0093
2005,LL fishery,Sex combined,55,7,0.004
2006,LL fishery,Sex combined,55,11,0.0065
2007,LL fishery,Sex combined,55,6,0.004
2008,LL fishery,Sex combined,55,6,0.0039
2009,LL fishery,Sex combined,55,1,6e-4
2010,LL fishery,Sex combined,55,6,0.0039
2011,LL fishery,Sex combined,55,10,0.0068
2012,LL fishery,Sex combined,55,13,0.0085
2013,LL fishery,Sex combined,55,22,0.0157
2014,LL fishery,Sex combined,55,8,0.0059
2015,LL fishery,Sex combined,55,5,0.0042
2016,LL fishery,Sex combined,55,13,0.0089
2017,LL fishery,Sex combined,55,25,0.0174
2018,LL fishery,Sex combined,55,14,0.0106
2002,LL survey,Sex combined,55,36,0.053900000000000003
2003,LL survey,Sex combined,55,38,0.047
2004,LL survey,Sex combined,55,30,0.0388
2005,LL survey,Sex combined,55,16,0.0179
2006,LL survey,Sex combined,55,11,0.0146
2007,LL survey,Sex combined,55,23,0.0294
2008,LL survey,Sex combined,55,6,0.0095
2009,LL survey,Sex combined,55,9,0.0145
2010,LL survey,Sex combined,55,9,0.0147
2011,LL survey,Sex combined,55,24,0.0352
2012,LL survey,Sex combined,55,28,0.0379
2013,LL survey,Sex combined,55,22,0.0398
2014,LL survey,Sex combined,55,14,0.0244
2015,LL survey,Sex combined,55,12,0.0239
2016,LL survey,Sex combined,55,24,0.0427
2017,LL survey,Sex combined,55,32,0.0522
2018,LL survey,Sex combined,55,31,0.0526
1997,LL survey,Sex combined,55,11,0.019
1998,LL survey,Sex combined,55,11,0.03
1999,LL survey,Sex combined,55,23,0.0673
2e3,LL survey,Sex combined,55,18,0.0426
2001,LL survey,Sex combined,55,42,0.0565
2002,Pot survey,Sex combined,55,67,0.1291
2006,Pot survey,Sex combined,55,32,0.0613
2007,Pot survey,Sex combined,55,39,0.0585
2008,Pot survey,Sex combined,55,20,0.0375
2009,Pot survey,Sex combined,55,8,0.0114
2002,LL fishery,Female,57,51,0.04
2003,LL fishery,Female,57,23,0.0223
2004,LL fishery,Female,57,12,0.0076
2005,LL fishery,Female,57,9,0.0073
2006,LL fishery,Female,57,12,0.0111
2007,LL fishery,Female,57,8,0.0081
2008,LL fishery,Female,57,3,0.0029
2009,LL fishery,Female,57,5,0.0048
2010,LL fishery,Female,57,3,0.003
2011,LL fishery,Female,57,4,0.0043
2012,LL fishery,Female,57,5,0.0054
2013,LL fishery,Female,57,12,0.0168
2014,LL fishery,Female,57,6,0.0077
2015,LL fishery,Female,57,9,0.012
2016,LL fishery,Female,57,4,0.0043
2017,LL fishery,Female,57,23,0.0275
2018,LL fishery,Female,57,15,0.0184
2002,LL survey,Female,57,20,0.0656
2003,LL survey,Female,57,24,0.0606
2004,LL survey,Female,57,20,0.0491
2005,LL survey,Female,57,9,0.0177
2006,LL survey,Female,57,8,0.0186
2007,LL survey,Female,57,8,0.0182
2008,LL survey,Female,57,1,0.0028
2009,LL survey,Female,57,5,0.0137
2010,LL survey,Female,57,1,0.0031
2011,LL survey,Female,57,15,0.0407
2012,LL survey,Female,57,20,0.0482
2013,LL survey,Female,57,10,0.0383
2014,LL survey,Female,57,5,0.0172
2015,LL survey,Female,57,10,0.0339
2016,LL survey,Female,57,17,0.0535
2017,LL survey,Female,57,24,0.0684
2018,LL survey,Female,57,27,0.0752
1997,LL survey,Female,57,8,0.0285
1998,LL survey,Female,57,5,0.0246
1999,LL survey,Female,57,8,0.0516
2e3,LL survey,Female,57,8,0.0356
2001,LL survey,Female,57,24,0.0692
2002,Pot survey,Female,57,42,0.1474
2006,Pot survey,Female,57,9,0.0321
2007,Pot survey,Female,57,13,0.0339
2008,Pot survey,Female,57,10,0.0311
2009,Pot survey,Female,57,10,0.0229
2002,LL fishery,Male,57,60,0.0578
2003,LL fishery,Male,57,38,0.0491
2004,LL fishery,Male,57,30,0.0383
2005,LL fishery,Male,57,11,0.0217
2006,LL fishery,Male,57,20,0.0328
2007,LL fishery,Male,57,11,0.0214
2008,LL fishery,Male,57,7,0.0133
2009,LL fishery,Male,57,9,0.0173
2010,LL fishery,Male,57,8,0.0145
2011,LL fishery,Male,57,13,0.0236
2012,LL fishery,Male,57,12,0.0198
2013,LL fishery,Male,57,17,0.0249
2014,LL fishery,Male,57,6,0.0105
2015,LL fishery,Male,57,12,0.0265
2016,LL fishery,Male,57,5,0.0096
2017,LL fishery,Male,57,15,0.0249
2018,LL fishery,Male,57,15,0.0296
2002,LL survey,Male,57,25,0.0689
2003,LL survey,Male,57,26,0.0631
2004,LL survey,Male,57,30,0.0817
2005,LL survey,Male,57,15,0.0391
2006,LL survey,Male,57,11,0.0342
2007,LL survey,Male,57,19,0.0556
2008,LL survey,Male,57,10,0.0356
2009,LL survey,Male,57,6,0.0236
2010,LL survey,Male,57,9,0.0312
2011,LL survey,Male,57,11,0.0351
2012,LL survey,Male,57,20,0.0617
2013,LL survey,Male,57,17,0.0582
2014,LL survey,Male,57,18,0.0636
2015,LL survey,Male,57,13,0.0628
2016,LL survey,Male,57,18,0.0738
2017,LL survey,Male,57,23,0.0878
2018,LL survey,Male,57,15,0.0652
1997,LL survey,Male,57,7,0.0236
1998,LL survey,Male,57,2,0.0122
1999,LL survey,Male,57,10,0.0535
2e3,LL survey,Male,57,18,0.0909
2001,LL survey,Male,57,25,0.063
2002,Pot survey,Male,57,17,0.0726
2006,Pot survey,Male,57,21,0.0868
2007,Pot survey,Male,57,20,0.0707
2008,Pot survey,Male,57,14,0.066
2009,Pot survey,Male,57,10,0.0382
2002,LL fishery,Sex combined,57,111,0.048
2003,LL fishery,Sex combined,57,61,0.0338
2004,LL fishery,Sex combined,57,42,0.0178
2005,LL fishery,Sex combined,57,20,0.0114
2006,LL fishery,Sex combined,57,32,0.0189
2007,LL fishery,Sex combined,57,19,0.0126
2008,LL fishery,Sex combined,57,10,0.0065
2009,LL fishery,Sex combined,57,14,0.0089
2010,LL fishery,Sex combined,57,11,0.0071
2011,LL fishery,Sex combined,57,17,0.0115
2012,LL fishery,Sex combined,57,17,0.0111
2013,LL fishery,Sex combined,57,29,0.0207
2014,LL fishery,Sex combined,57,12,0.0089
2015,LL fishery,Sex combined,57,21,0.0174
2016,LL fishery,Sex combined,57,9,0.0062
2017,LL fishery,Sex combined,57,38,0.0264
2018,LL fishery,Sex combined,57,30,0.0227
2002,LL survey,Sex combined,57,45,0.0674
2003,LL survey,Sex combined,57,50,0.0619
2004,LL survey,Sex combined,57,50,0.0646
2005,LL survey,Sex combined,57,24,0.0269
2006,LL survey,Sex combined,57,19,0.0253
2007,LL survey,Sex combined,57,27,0.0345
2008,LL survey,Sex combined,57,11,0.0174
2009,LL survey,Sex combined,57,11,0.0177
2010,LL survey,Sex combined,57,10,0.0164
2011,LL survey,Sex combined,57,26,0.0381
2012,LL survey,Sex combined,57,40,0.0541
2013,LL survey,Sex combined,57,27,0.0488
2014,LL survey,Sex combined,57,23,0.0401
2015,LL survey,Sex combined,57,23,0.0458
2016,LL survey,Sex combined,57,35,0.0623
2017,LL survey,Sex combined,57,47,0.0767
2018,LL survey,Sex combined,57,42,0.0713
1997,LL survey,Sex combined,57,15,0.026
1998,LL survey,Sex combined,57,7,0.0191
1999,LL survey,Sex combined,57,18,0.0526
2e3,LL survey,Sex combined,57,26,0.0615
2001,LL survey,Sex combined,57,49,0.0659
2002,Pot survey,Sex combined,57,59,0.1137
2006,Pot survey,Sex combined,57,30,0.0575
2007,Pot survey,Sex combined,57,33,0.0495
2008,Pot survey,Sex combined,57,24,0.0449
2009,Pot survey,Sex combined,57,20,0.0286
2002,LL fishery,Female,59,51,0.04
2003,LL fishery,Female,59,25,0.0242
2004,LL fishery,Female,59,26,0.0165
2005,LL fishery,Female,59,12,0.0097
2006,LL fishery,Female,59,11,0.0102
2007,LL fishery,Female,59,7,0.007
2008,LL fishery,Female,59,10,0.0098
2009,LL fishery,Female,59,6,0.0057
2010,LL fishery,Female,59,13,0.0131
2011,LL fishery,Female,59,9,0.0097
2012,LL fishery,Female,59,11,0.0118
2013,LL fishery,Female,59,16,0.0224
2014,LL fishery,Female,59,6,0.0077
2015,LL fishery,Female,59,7,0.0093
2016,LL fishery,Female,59,12,0.0128
2017,LL fishery,Female,59,17,0.0204
2018,LL fishery,Female,59,13,0.0159
2002,LL survey,Female,59,18,0.059
2003,LL survey,Female,59,13,0.0328
2004,LL survey,Female,59,16,0.0393
2005,LL survey,Female,59,5,0.0098
2006,LL survey,Female,59,12,0.0279
2007,LL survey,Female,59,21,0.0477
2008,LL survey,Female,59,4,0.0114
2009,LL survey,Female,59,4,0.0109
2010,LL survey,Female,59,1,0.0031
2011,LL survey,Female,59,6,0.0163
2012,LL survey,Female,59,26,0.0627
2013,LL survey,Female,59,8,0.0307
2014,LL survey,Female,59,16,0.055
2015,LL survey,Female,59,6,0.0203
2016,LL survey,Female,59,16,0.0503
2017,LL survey,Female,59,15,0.0427
2018,LL survey,Female,59,25,0.0696
1997,LL survey,Female,59,4,0.0142
1998,LL survey,Female,59,4,0.0197
1999,LL survey,Female,59,12,0.0774
2e3,LL survey,Female,59,14,0.0622
2001,LL survey,Female,59,9,0.0259
2002,Pot survey,Female,59,32,0.1123
2006,Pot survey,Female,59,11,0.0393
2007,Pot survey,Female,59,17,0.0443
2008,Pot survey,Female,59,17,0.0528
2009,Pot survey,Female,59,11,0.0252
2002,LL fishery,Male,59,95,0.0915
2003,LL fishery,Male,59,62,0.0801
2004,LL fishery,Male,59,54,0.0689
2005,LL fishery,Male,59,30,0.0592
2006,LL fishery,Male,59,30,0.0492
2007,LL fishery,Male,59,25,0.0485
2008,LL fishery,Male,59,20,0.0381
2009,LL fishery,Male,59,25,0.048
2010,LL fishery,Male,59,26,0.0473
2011,LL fishery,Male,59,22,0.04
2012,LL fishery,Male,59,32,0.0529
2013,LL fishery,Male,59,40,0.0585
2014,LL fishery,Male,59,21,0.0369
2015,LL fishery,Male,59,18,0.0398
2016,LL fishery,Male,59,18,0.0346
2017,LL fishery,Male,59,26,0.0431
2018,LL fishery,Male,59,28,0.0553
2002,LL survey,Male,59,40,0.1102
2003,LL survey,Male,59,38,0.0922
2004,LL survey,Male,59,48,0.1308
2005,LL survey,Male,59,27,0.0703
2006,LL survey,Male,59,28,0.087
2007,LL survey,Male,59,22,0.0643
2008,LL survey,Male,59,28,0.0996
2009,LL survey,Male,59,15,0.0591
2010,LL survey,Male,59,10,0.0347
2011,LL survey,Male,59,19,0.0607
2012,LL survey,Male,59,32,0.0988
2013,LL survey,Male,59,28,0.0959
2014,LL survey,Male,59,25,0.0883
2015,LL survey,Male,59,20,0.0966
2016,LL survey,Male,59,12,0.0492
2017,LL survey,Male,59,13,0.0496
2018,LL survey,Male,59,24,0.1043
1997,LL survey,Male,59,13,0.0438
1998,LL survey,Male,59,3,0.0183
1999,LL survey,Male,59,10,0.0535
2e3,LL survey,Male,59,11,0.0556
2001,LL survey,Male,59,32,0.0806
2002,Pot survey,Male,59,26,0.1111
2006,Pot survey,Male,59,28,0.1157
2007,Pot survey,Male,59,25,0.0883
2008,Pot survey,Male,59,27,0.1274
2009,Pot survey,Male,59,15,0.0573
2002,LL fishery,Sex combined,59,146,0.0631
2003,LL fishery,Sex combined,59,87,0.0482
2004,LL fishery,Sex combined,59,80,0.0338
2005,LL fishery,Sex combined,59,42,0.024
2006,LL fishery,Sex combined,59,41,0.0243
2007,LL fishery,Sex combined,59,32,0.0212
2008,LL fishery,Sex combined,59,30,0.0194
2009,LL fishery,Sex combined,59,31,0.0198
2010,LL fishery,Sex combined,59,39,0.0253
2011,LL fishery,Sex combined,59,31,0.021
2012,LL fishery,Sex combined,59,43,0.028
2013,LL fishery,Sex combined,59,56,0.04
2014,LL fishery,Sex combined,59,27,0.02
2015,LL fishery,Sex combined,59,25,0.0208
2016,LL fishery,Sex combined,59,30,0.0205
2017,LL fishery,Sex combined,59,43,0.0299
2018,LL fishery,Sex combined,59,41,0.031
2002,LL survey,Sex combined,59,58,0.0868
2003,LL survey,Sex combined,59,51,0.0631
2004,LL survey,Sex combined,59,64,0.0827
2005,LL survey,Sex combined,59,32,0.0358
2006,LL survey,Sex combined,59,40,0.0532
2007,LL survey,Sex combined,59,43,0.055
2008,LL survey,Sex combined,59,32,0.0506
2009,LL survey,Sex combined,59,19,0.0306
2010,LL survey,Sex combined,59,11,0.018
2011,LL survey,Sex combined,59,25,0.0367
2012,LL survey,Sex combined,59,58,0.0785
2013,LL survey,Sex combined,59,36,0.0651
2014,LL survey,Sex combined,59,41,0.0714
2015,LL survey,Sex combined,59,26,0.0518
2016,LL survey,Sex combined,59,28,0.0498
2017,LL survey,Sex combined,59,28,0.0457
2018,LL survey,Sex combined,59,49,0.0832
1997,LL survey,Sex combined,59,17,0.0294
1998,LL survey,Sex combined,59,7,0.0191
1999,LL survey,Sex combined,59,22,0.0643
2e3,LL survey,Sex combined,59,25,0.0591
2001,LL survey,Sex combined,59,41,0.0551
2002,Pot survey,Sex combined,59,58,0.1118
2006,Pot survey,Sex combined,59,39,0.0747
2007,Pot survey,Sex combined,59,42,0.063
2008,Pot survey,Sex combined,59,44,0.0824
2009,Pot survey,Sex combined,59,26,0.0372
2002,LL fishery,Female,61,64,0.0502
2003,LL fishery,Female,61,26,0.0252
2004,LL fishery,Female,61,59,0.0373
2005,LL fishery,Female,61,33,0.0266
2006,LL fishery,Female,61,16,0.0148
2007,LL fishery,Female,61,14,0.0141
2008,LL fishery,Female,61,16,0.0157
2009,LL fishery,Female,61,2,0.0019
2010,LL fishery,Female,61,10,0.0101
2011,LL fishery,Female,61,17,0.0184
2012,LL fishery,Female,61,19,0.0204
2013,LL fishery,Female,61,21,0.0294
2014,LL fishery,Female,61,17,0.0217
2015,LL fishery,Female,61,11,0.0146
2016,LL fishery,Female,61,15,0.016
2017,LL fishery,Female,61,33,0.0395
2018,LL fishery,Female,61,24,0.0294
2002,LL survey,Female,61,18,0.059
2003,LL survey,Female,61,17,0.0429
2004,LL survey,Female,61,19,0.0467
2005,LL survey,Female,61,16,0.0314
2006,LL survey,Female,61,8,0.0186
2007,LL survey,Female,61,11,0.025
2008,LL survey,Female,61,14,0.0398
2009,LL survey,Female,61,3,0.0082
2010,LL survey,Female,61,7,0.0217
2011,LL survey,Female,61,6,0.0163
2012,LL survey,Female,61,17,0.041
2013,LL survey,Female,61,16,0.0613
2014,LL survey,Female,61,13,0.0447
2015,LL survey,Female,61,13,0.0441
2016,LL survey,Female,61,15,0.0472
2017,LL survey,Female,61,26,0.0741
2018,LL survey,Female,61,20,0.0557
1997,LL survey,Female,61,7,0.0249
1998,LL survey,Female,61,6,0.0296
1999,LL survey,Female,61,12,0.0774
2e3,LL survey,Female,61,5,0.0222
2001,LL survey,Female,61,15,0.0432
2002,Pot survey,Female,61,19,0.0667
2006,Pot survey,Female,61,12,0.0429
2007,Pot survey,Female,61,16,0.0417
2008,Pot survey,Female,61,15,0.0466
2009,Pot survey,Female,61,11,0.0252
2002,LL fishery,Male,61,112,0.1079
2003,LL fishery,Male,61,109,0.1408
2004,LL fishery,Male,61,122,0.1556
2005,LL fishery,Male,61,51,0.1006
2006,LL fishery,Male,61,73,0.1197
2007,LL fishery,Male,61,56,0.1087
